(at X4 Y30,at X4 Y29)
(at X4 Y31,at X4 Y29)
(at X4 Y32,at X4 Y29)
(at X4 Y33,at X4 Y33)
(at X4 Y34,at X4 Y33)
(at X4 Y35,at X4 Y33)
(at X4 Y36,at X4 Y33)
(at X4 Y37,at X4 Y37)
(at X4 Y38,at X4 Y37)
(at X4 Y39,at X4 Y37)
(at X4 Y40,at X4 Y37)
(at X4 Y41,at X4 Y41)
(at X4 Y42,at X4 Y41)
(at X4 Y43,at X4 Y41)
(at X4 Y44,at X4 Y41)
(at X5 Y1,at X5 Y1)
(at X5 Y2,at X5 Y1)
(at X5 Y3,at X5 Y1)
(at X5 Y4,at X5 Y1)
(at X5 Y5,at X5 Y5)
(at X5 Y6,at X5 Y5)
(at X5 Y7,at X5 Y5)
(at X5 Y8,at X5 Y5)
(at X5 Y9,at X5 Y9)
(at X5 Y10,at X5 Y9)
(at X5 Y11,at X5 Y9)
(at X5 Y12,at X5 Y9)
(at X5 Y13,at X5 Y13)
(at X5 Y14,at X5 Y13)
(at X5 Y15,at X5 Y13)
(at X5 Y16,at X5 Y13)
(at X5 Y17,at X5 Y17)
(at X5 Y18,at X5 Y17)
(at X5 Y19,at X5 Y17)
(at X5 Y20,at X5 Y17)
(at X5 Y21,at X5 Y21)
(at X5 Y22,at X5 Y21)
(at X5 Y23,at X5 Y21)
(at X5 Y24,at X5 Y21)
(at X5 Y25,at X5 Y25)
(at X5 Y26,at X5 Y25)
(at X5 Y27,at X5 Y25)
(at X5 Y28,at X5 Y25)
(at X5 Y29,at X5 Y29)
(at X5 Y30,at X5 Y29)
(at X5 Y31,at X5 Y29)
(at X5 Y32,at X5 Y29)
(at X5 Y33,at X5 Y33)
(at X5 Y34,at X5 Y33)
(at X5 Y35,at X5 Y33)
(at X5 Y36,at X5 Y33)
(at X5 Y37,at X5 Y37)
(at X5 Y38,at X5 Y37)
(at X5 Y39,at X5 Y37)
(at X5 Y40,at X5 Y37)
(at X5 Y41,at X5 Y41)
(at X5 Y42,at X5 Y41)
(at X5 Y43,at X5 Y41)
(at X5 Y44,at X5 Y41)
(at X6 Y1,at X6 Y1)
(at X6 Y2,at X6 Y1)
(at X6 Y3,at X6 Y1)
(at X6 Y4,at X6 Y1)
(at X6 Y5,at X6 Y5)
(at X6 Y6,at X6 Y5)
(at X6 Y7,at X6 Y5)
(at X6 Y8,at X6 Y5)
(at X6 Y9,at X6 Y9)
(at X6 Y10,at X6 Y9)
(at X6 Y11,at X6 Y9)
(at X6 Y12,at X6 Y9)
(at X6 Y13,at X6 Y13)
(at X6 Y14,at X6 Y13)
(at X6 Y15,at X6 Y13)
(at X6 Y16,at X6 Y13)
(at X6 Y17,at X6 Y17)
(at X6 Y18,at X6 Y17)
(at X6 Y19,at X6 Y17)
(at X6 Y20,at X6 Y17)
(at X6 Y21,at X6 Y21)
(at X6 Y22,at X6 Y21)
(at X6 Y23,at X6 Y21)
(at X6 Y24,at X6 Y21)
(at X6 Y25,at X6 Y25)
(at X6 Y26,at X6 Y25)
(at X6 Y27,at X6 Y25)
(at X6 Y28,at X6 Y25)
(at X6 Y29,at X6 Y29)
(at X6 Y30,at X6 Y29)
(at X6 Y31,at X6 Y29)
(at X6 Y32,at X6 Y29)
(at X6 Y33,at X6 Y33)
(at X6 Y34,at X6 Y33)
(at X6 Y35,at X6 Y33)
(at X6 Y36,at X6 Y33)
(at X6 Y37,at X6 Y37)
(at X6 Y38,at X6 Y37)
(at X6 Y39,at X6 Y37)
(at X6 Y40,at X6 Y37)
(at X6 Y41,at X6 Y41)
(at X6 Y42,at X6 Y41)
(at X6 Y43,at X6 Y41)
(at X6 Y44,at X6 Y41)
(at X7 Y1,at X7 Y1)
(at X7 Y2,at X7 Y1)
(at X7 Y3,at X7 Y1)
(at X7 Y4,at X7 Y1)
(at X7 Y5,at X7 Y5)
(at X7 Y6,at X7 Y5)
(at X7 Y7,at X7 Y5)
(at X7 Y8,at X7 Y5)
(at X7 Y9,at X7 Y9)
(at X7 Y10,at X7 Y9)
(at X7 Y11,at X7 Y9)
(at X7 Y12,at X7 Y9)
(at X7 Y13,at X7 Y13)
(at X7 Y14,at X7 Y13)
(at X7 Y15,at X7 Y13)
(at X7 Y16,at X7 Y13)
(at X7 Y17,at X7 Y17)
(at X7 Y18,at X7 Y17)
(at X7 Y19,at X7 Y17)
(at X7 Y20,at X7 Y17)
(at X7 Y21,at X7 Y21)
(at X7 Y22,at X7 Y21)
(at X7 Y23,at X7 Y21)
(at X7 Y24,at X7 Y21)
(at X7 Y25,at X7 Y25)
(at X7 Y26,at X7 Y25)
(at X7 Y27,at X7 Y25)
(at X7 Y28,at X7 Y25)
(at X7 Y29,at X7 Y29)
(at X7 Y30,at X7 Y29)
(at X7 Y31,at X7 Y29)
(at X7 Y32,at X7 Y29)
(at X7 Y33,at X7 Y33)
(at X7 Y34,at X7 Y33)
(at X7 Y35,at X7 Y33)
(at X7 Y36,at X7 Y33)
(at X7 Y37,at X7 Y37)
(at X7 Y38,at X7 Y37)
(at X7 Y39,at X7 Y37)
(at X7 Y40,at X7 Y37)
(at X7 Y41,at X7 Y41)
(at X7 Y42,at X7 Y41)
(at X7 Y43,at X7 Y41)
(at X7 Y44,at X7 Y41)
(at X8 Y1,at X8 Y1)
(at X8 Y2,at X8 Y1)
(at X8 Y3,at X8 Y1)
(at X8 Y4,at X8 Y1)
(at X8 Y5,at X8 Y5)
(at X8 Y6,at X8 Y5)
(at X8 Y7,at X8 Y5)
(at X8 Y8,at X8 Y5)
(at X8 Y9,at X8 Y9)
(at X8 Y10,at X8 Y9)
(at X8 Y11,at X8 Y9)
(at X8 Y12,at X8 Y9)
(at X8 Y13,at X8 Y13)
(at X8 Y14,at X8 Y13)
(at X8 Y15,at X8 Y13)
(at X8 Y16,at X8 Y13)
(at X8 Y17,at X8 Y17)
(at X8 Y18,at X8 Y17)
(at X8 Y19,at X8 Y17)
(at X8 Y20,at X8 Y17)
(at X8 Y21,at X8 Y21)
(at X8 Y22,at X8 Y21)
(at X8 Y23,at X8 Y21)
(at X8 Y24,at X8 Y21)
(at X8 Y25,at X8 Y25)
(at X8 Y26,at X8 Y25)
(at X8 Y27,at X8 Y25)
(at X8 Y28,at X8 Y25)
(at X8 Y29,at X8 Y29)
(at X8 Y30,at X8 Y29)
(at X8 Y31,at X8 Y29)
(at X8 Y32,at X8 Y29)
(at X8 Y33,at X8 Y33)
(at X8 Y34,at X8 Y33)
(at X8 Y35,at X8 Y33)
(at X8 Y36,at X8 Y33)
(at X8 Y37,at X8 Y37)
(at X8 Y38,at X8 Y37)
(at X8 Y39,at X8 Y37)
(at X8 Y40,at X8 Y37)
(at X8 Y41,at X8 Y41)
(at X8 Y42,at X8 Y41)
(at X8 Y43,at X8 Y41)
(at X8 Y44,at X8 Y41)
(at X9 Y1,at X9 Y1)
(at X9 Y2,at X9 Y1)
(at X9 Y3,at X9 Y1)
(at X9 Y4,at X9 Y1)
(at X9 Y5,at X9 Y5)
(at X9 Y6,at X9 Y5)
(at X9 Y7,at X9 Y5)
(at X9 Y8,at X9 Y5)
(at X9 Y9,at X9 Y9)
(at X9 Y10,at X9 Y9)
(at X9 Y11,at X9 Y9)
(at X9 Y12,at X9 Y9)
(at X9 Y13,at X9 Y13)
(at X9 Y14,at X9 Y13)
(at X9 Y15,at X9 Y13)
(at X9 Y16,at X9 Y13)
(at X9 Y17,at X9 Y17)
(at X9 Y18,at X9 Y17)
(at X9 Y19,at X9 Y17)
(at X9 Y20,at X9 Y17)
(at X9 Y21,at X9 Y21)
(at X9 Y22,at X9 Y21)
(at X9 Y23,at X9 Y21)
(at X9 Y24,at X9 Y21)
(at X9 Y25,at X9 Y25)
(at X9 Y26,at X9 Y25)
(at X9 Y27,at X9 Y25)
(at X9 Y28,at X9 Y25)
(at X9 Y29,at X9 Y29)
(at X9 Y30,at X9 Y29)
(at X9 Y31,at X9 Y29)
(at X9 Y32,at X9 Y29)
(at X9 Y33,at X9 Y33)
(at X9 Y34,at X9 Y33)
(at X9 Y35,at X9 Y33)
(at X9 Y36,at X9 Y33)
(at X9 Y37,at X9 Y37)
(at X9 Y38,at X9 Y37)
(at X9 Y39,at X9 Y37)
(at X9 Y40,at X9 Y37)
(at X9 Y41,at X9 Y41)
(at X9 Y42,at X9 Y41)
(at X9 Y43,at X9 Y41)
(at X9 Y44,at X9 Y41)
(at X10 Y1,at X10 Y1)
(at X10 Y2,at X10 Y1)
(at X10 Y3,at X10 Y1)
(at X10 Y4,at X10 Y1)
(at X10 Y5,at X10 Y5)
(at X10 Y6,at X10 Y5)
(at X10 Y7,at X10 Y5)
(at X10 Y8,at X10 Y5)
(at X10 Y9,at X10 Y9)
(at X10 Y10,at X10 Y9)
(at X10 Y11,at X10 Y9)
(at X10 Y12,at X10 Y9)
(at X10 Y13,at X10 Y13)
(at X10 Y14,at X10 Y13)
(at X10 Y15,at X10 Y13)
(at X10 Y16,at X10 Y13)
(at X10 Y17,at X10 Y17)
(at X10 Y18,at X10 Y17)
(at X10 Y19,at X10 Y17)
(at X10 Y20,at X10 Y17)
(at X10 Y21,at X10 Y21)
(at X10 Y22,at X10 Y21)
(at X10 Y23,at X10 Y21)
(at X10 Y24,at X10 Y21)
(at X10 Y25,at X10 Y25)
(at X10 Y26,at X10 Y25)
(at X10 Y27,at X10 Y25)
(at X10 Y28,at X10 Y25)
(at X10 Y29,at X10 Y29)
(at X10 Y30,at X10 Y29)
(at X10 Y31,at X10 Y29)
(at X10 Y32,at X10 Y29)
(at X10 Y33,at X10 Y33)
(at X10 Y34,at X10 Y33)
(at X10 Y35,at X10 Y33)
(at X10 Y36,at X10 Y33)
(at X10 Y37,at X10 Y37)
(at X10 Y38,at X10 Y37)
(at X10 Y39,at X10 Y37)
(at X10 Y40,at X10 Y37)
(at X10 Y41,at X10 Y41)
(at X10 Y42,at X10 Y41)
(at X10 Y43,at X10 Y41)
(at X10 Y44,at X10 Y41)
(at X11 Y1,at X11 Y1)
(at X11 Y2,at X11 Y1)
(at X11 Y3,at X11 Y1)
(at X11 Y4,at X11 Y1)
(at X11 Y5,at X11 Y5)
(at X11 Y6,at X11 Y5)
(at X11 Y7,at X11 Y5)
(at X11 Y8,at X11 Y5)
(at X11 Y9,at X11 Y9)
(at X11 Y10,at X11 Y9)
(at X11 Y11,at X11 Y9)
(at X11 Y12,at X11 Y9)
(at X11 Y13,at X11 Y13)
(at X11 Y14,at X11 Y13)
(at X11 Y15,at X11 Y13)
(at X11 Y16,at X11 Y13)
(at X11 Y17,at X11 Y17)
(at X11 Y18,at X11 Y17)
(at X11 Y19,at X11 Y17)
(at X11 Y20,at X11 Y17)
(at X11 Y21,at X11 Y21)
(at X11 Y22,at X11 Y21)
(at X11 Y23,at X11 Y21)
(at X11 Y24,at X11 Y21)
(at X11 Y25,at X11 Y25)
(at X11 Y26,at X11 Y25)
(at X11 Y27,at X11 Y25)
(at X11 Y28,at X11 Y25)
(at X11 Y29,at X11 Y29)
(at X11 Y30,at X11 Y29)
(at X11 Y31,at X11 Y29)
(at X11 Y32,at X11 Y29)
(at X11 Y33,at X11 Y33)
(at X11 Y34,at X11 Y33)
(at X11 Y35,at X11 Y33)
(at X11 Y36,at X11 Y33)
(at X11 Y37,at X11 Y37)
(at X11 Y38,at X11 Y37)
(at X11 Y39,at X11 Y37)
(at X11 Y40,at X11 Y37)
(at X11 Y41,at X11 Y41)
(at X11 Y42,at X11 Y41)
(at X11 Y43,at X11 Y41)
(at X11 Y44,at X11 Y41)
(at X12 Y1,at X12 Y1)
(at X12 Y2,at X12 Y1)
(at X12 Y3,at X12 Y1)
(at X12 Y4,at X12 Y1)
(at X12 Y5,at X12 Y5)
(at X12 Y6,at X12 Y5)
(at X12 Y7,at X12 Y5)
(at X12 Y8,at X12 Y5)
(at X12 Y9,at X12 Y9)
(at X12 Y10,at X12 Y9)
(at X12 Y11,at X12 Y9)
(at X12 Y12,at X12 Y9)
(at X12 Y13,at X12 Y13)
(at X12 Y14,at X12 Y13)
(at X12 Y15,at X12 Y13)
(at X12 Y16,at X12 Y13)
(at X12 Y17,at X12 Y17)
(at X12 Y18,at X12 Y17)
(at X12 Y19,at X12 Y17)
(at X12 Y20,at X12 Y17)
(at X12 Y21,at X12 Y21)
(at X12 Y22,at X12 Y21)
(at X12 Y23,at X12 Y21)
(at X12 Y24,at X12 Y21)
(at X12 Y25,at X12 Y25)
(at X12 Y26,at X12 Y25)
(at X12 Y27,at X12 Y25)
(at X12 Y28,at X12 Y25)
(at X12 Y29,at X12 Y29)
(at X12 Y30,at X12 Y29)
(at X12 Y31,at X12 Y29)
(at X12 Y32,at X12 Y29)
(at X12 Y33,at X12 Y33)
(at X12 Y34,at X12 Y33)
(at X12 Y35,at X12 Y33)
(at X12 Y36,at X12 Y33)
(at X12 Y37,at X12 Y37)
(at X12 Y38,at X12 Y37)
(at X12 Y39,at X12 Y37)
(at X12 Y40,at X12 Y37)
(at X12 Y41,at X12 Y41)
(at X12 Y42,at X12 Y41)
(at X12 Y43,at X12 Y41)
(at X12 Y44,at X12 Y41)
(at X13 Y1,at X13 Y1)
(at X13 Y2,at X13 Y1)
(at X13 Y3,at X13 Y1)
(at X13 Y4,at X13 Y1)
(at X13 Y5,at X13 Y5)
(at X13 Y6,at X13 Y5)
(at X13 Y7,at X13 Y5)
(at X13 Y8,at X13 Y5)
(at X13 Y9,at X13 Y9)
(at X13 Y10,at X13 Y9)
(at X13 Y11,at X13 Y9)
(at X13 Y12,at X13 Y9)
(at X13 Y13,at X13 Y13)
(at X13 Y14,at X13 Y13)
(at X13 Y15,at X13 Y13)
(at X13 Y16,at X13 Y13)
(at X13 Y17,at X13 Y17)
(at X13 Y18,at X13 Y17)
(at X13 Y19,at X13 Y17)
(at X13 Y20,at X13 Y17)
(at X13 Y21,at X13 Y21)
(at X13 Y22,at X13 Y21)
(at X13 Y23,at X13 Y21)
(at X13 Y24,at X13 Y21)
(at X13 Y25,at X13 Y25)
(at X13 Y26,at X13 Y25)
(at X13 Y27,at X13 Y25)
(at X13 Y28,at X13 Y25)
(at X13 Y29,at X13 Y29)
(at X13 Y30,at X13 Y29)
(at X13 Y31,at X13 Y29)
(at X13 Y32,at X13 Y29)
(at X13 Y33,at X13 Y33)
(at X13 Y34,at X13 Y33)
(at X13 Y35,at X13 Y33)
(at X13 Y36,at X13 Y33)
(at X13 Y37,at X13 Y37)
(at X13 Y38,at X13 Y37)
(at X13 Y39,at X13 Y37)
(at X13 Y40,at X13 Y37)
(at X13 Y41,at X13 Y41)
(at X13 Y42,at X13 Y41)
(at X13 Y43,at X13 Y41)
(at X13 Y44,at X13 Y41)
(at X14 Y1,at X14 Y1)
(at X14 Y2,at X14 Y1)
(at X14 Y3,at X14 Y1)
(at X14 Y4,at X14 Y1)
(at X14 Y5,at X14 Y5)
(at X14 Y6,at X14 Y5)
(at X14 Y7,at X14 Y5)
(at X14 Y8,at X14 Y5)
(at X14 Y9,at X14 Y9)
(at X14 Y10,at X14 Y9)
(at X14 Y11,at X14 Y9)
(at X14 Y12,at X14 Y9)
(at X14 Y13,at X14 Y13)
(at X14 Y14,at X14 Y13)
(at X14 Y15,at X14 Y13)
(at X14 Y16,at X14 Y13)
(at X14 Y17,at X14 Y17)
(at X14 Y18,at X14 Y17)
(at X14 Y19,at X14 Y17)
(at X14 Y20,at X14 Y17)
(at X14 Y21,at X14 Y21)
(at X14 Y22,at X14 Y21)
(at X14 Y23,at X14 Y21)
(at X14 Y24,at X14 Y21)
(at X14 Y25,at X14 Y25)
(at X14 Y26,at X14 Y25)
(at X14 Y27,at X14 Y25)
(at X14 Y28,at X14 Y25)
(at X14 Y29,at X14 Y29)
(at X14 Y30,at X14 Y29)
(at X14 Y31,at X14 Y29)
(at X14 Y32,at X14 Y29)
(at X14 Y33,at X14 Y33)
(at X14 Y34,at X14 Y33)
(at X14 Y35,at X14 Y33)
(at X14 Y36,at X14 Y33)
(at X14 Y37,at X14 Y37)
(at X14 Y38,at X14 Y37)
(at X14 Y39,at X14 Y37)
(at X14 Y40,at X14 Y37)
(at X14 Y41,at X14 Y41)
(at X14 Y42,at X14 Y41)
(at X14 Y43,at X14 Y41)
(at X14 Y44,at X14 Y41)
(at X15 Y1,at X15 Y1)
(at X15 Y2,at X15 Y1)
(at X15 Y3,at X15 Y1)
(at X15 Y4,at X15 Y1)
(at X15 Y5,at X15 Y5)
(at X15 Y6,at X15 Y5)
(at X15 Y7,at X15 Y5)
(at X15 Y8,at X15 Y5)
(at X15 Y9,at X15 Y9)
(at X15 Y10,at X15 Y9)
(at X15 Y11,at X15 Y9)
(at X15 Y12,at X15 Y9)
(at X15 Y13,at X15 Y13)
(at X15 Y14,at X15 Y13)
(at X15 Y15,at X15 Y13)
(at X15 Y16,at X15 Y13)
(at X15 Y17,at X15 Y17)
(at X15 Y18,at X15 Y17)
(at X15 Y19,at X15 Y17)
(at X15 Y20,at X15 Y17)
(at X15 Y21,at X15 Y21)
(at X15 Y22,at X15 Y21)
(at X15 Y23,at X15 Y21)
(at X15 Y24,at X15 Y21)
(at X15 Y25,at X15 Y25)
(at X15 Y26,at X15 Y25)
(at X15 Y27,at X15 Y25)
(at X15 Y28,at X15 Y25)
(at X15 Y29,at X15 Y29)
(at X15 Y30,at X15 Y29)
(at X15 Y31,at X15 Y29)
(at X15 Y32,at X15 Y29)
(at X15 Y33,at X15 Y33)
(at X15 Y34,at X15 Y33)
(at X15 Y35,at X15 Y33)
(at X15 Y36,at X15 Y33)
(at X15 Y37,at X15 Y37)
(at X15 Y38,at X15 Y37)
(at X15 Y39,at X15 Y37)
(at X15 Y40,at X15 Y37)
(at X15 Y41,at X15 Y41)
(at X15 Y42,at X15 Y41)
(at X15 Y43,at X15 Y41)
(at X15 Y44,at X15 Y41)
(at X16 Y1,at X16 Y1)
(at X16 Y2,at X16 Y1)
(at X16 Y3,at X16 Y1)
(at X16 Y4,at X16 Y1)
(at X16 Y5,at X16 Y5)
(at X16 Y6,at X16 Y5)
(at X16 Y7,at X16 Y5)
(at X16 Y8,at X16 Y5)
(at X16 Y9,at X16 Y9)
(at X16 Y10,at X16 Y9)
(at X16 Y11,at X16 Y9)
(at X16 Y12,at X16 Y9)
(at X16 Y13,at X16 Y13)
(at X16 Y14,at X16 Y13)
(at X16 Y15,at X16 Y13)
(at X16 Y16,at X16 Y13)
(at X16 Y17,at X16 Y17)
(at X16 Y18,at X16 Y17)
(at X16 Y19,at X16 Y17)
(at X16 Y20,at X16 Y17)
(at X16 Y21,at X16 Y21)
(at X16 Y22,at X16 Y21)
(at X16 Y23,at X16 Y21)
(at X16 Y24,at X16 Y21)
(at X16 Y25,at X16 Y25)
(at X16 Y26,at X16 Y25)
(at X16 Y27,at X16 Y25)
(at X16 Y28,at X16 Y25)
(at X16 Y29,at X16 Y29)
(at X16 Y30,at X16 Y29)
(at X16 Y31,at X16 Y29)
(at X16 Y32,at X16 Y29)
(at X16 Y33,at X16 Y33)
(at X16 Y34,at X16 Y33)
(at X16 Y35,at X16 Y33)
(at X16 Y36,at X16 Y33)
(at X16 Y37,at X16 Y37)
(at X16 Y38,at X16 Y37)
(at X16 Y39,at X16 Y37)
(at X16 Y40,at X16 Y37)
(at X16 Y41,at X16 Y41)
(at X16 Y42,at X16 Y41)
(at X16 Y43,at X16 Y41)
(at X16 Y44,at X16 Y41)
(at X17 Y1,at X17 Y1)
(at X17 Y2,at X17 Y1)
(at X17 Y3,at X17 Y1)
(at X17 Y4,at X17 Y1)
(at X17 Y5,at X17 Y5)
(at X17 Y6,at X17 Y5)
(at X17 Y7,at X17 Y5)
(at X17 Y8,at X17 Y5)
(at X17 Y9,at X17 Y9)
(at X17 Y10,at X17 Y9)
(at X17 Y11,at X17 Y9)
(at X17 Y12,at X17 Y9)
(at X17 Y13,at X17 Y13)
(at X17 Y14,at X17 Y13)
(at X17 Y15,at X17 Y13)
(at X17 Y16,at X17 Y13)
(at X17 Y17,at X17 Y17)
(at X17 Y18,at X17 Y17)
(at X17 Y19,at X17 Y17)
(at X17 Y20,at X17 Y17)
(at X17 Y21,at X17 Y21)
(at X17 Y22,at X17 Y21)
(at X17 Y23,at X17 Y21)
(at X17 Y24,at X17 Y21)
(at X17 Y25,at X17 Y25)
(at X17 Y26,at X17 Y25)
(at X17 Y27,at X17 Y25)
(at X17 Y28,at X17 Y25)
(at X17 Y29,at X17 Y29)
(at X17 Y30,at X17 Y29)
(at X17 Y31,at X17 Y29)
(at X17 Y32,at X17 Y29)
(at X17 Y33,at X17 Y33)
(at X17 Y34,at X17 Y33)
(at X17 Y35,at X17 Y33)
(at X17 Y36,at X17 Y33)
(at X17 Y37,at X17 Y37)
(at X17 Y38,at X17 Y37)
(at X17 Y39,at X17 Y37)
(at X17 Y40,at X17 Y37)
(at X17 Y41,at X17 Y41)
(at X17 Y42,at X17 Y41)
(at X17 Y43,at X17 Y41)
(at X17 Y44,at X17 Y41)
(at X18 Y1,at X18 Y1)
(at X18 Y2,at X18 Y1)
(at X18 Y3,at X18 Y1)
(at X18 Y4,at X18 Y1)
(at X18 Y5,at X18 Y5)
(at X18 Y6,at X18 Y5)
(at X18 Y7,at X18 Y5)
(at X18 Y8,at X18 Y5)
(at X18 Y9,at X18 Y9)
(at X18 Y10,at X18 Y9)
(at X18 Y11,at X18 Y9)
(at X18 Y12,at X18 Y9)
(at X18 Y13,at X18 Y13)
(at X18 Y14,at X18 Y13)
(at X18 Y15,at X18 Y13)
(at X18 Y16,at X18 Y13)
(at X18 Y17,at X18 Y17)
(at X18 Y18,at X18 Y17)
(at X18 Y19,at X18 Y17)
(at X18 Y20,at X18 Y17)
(at X18 Y21,at X18 Y21)
(at X18 Y22,at X18 Y21)
(at X18 Y23,at X18 Y21)
(at X18 Y24,at X18 Y21)
(at X18 Y25,at X18 Y25)
(at X18 Y26,at X18 Y25)
(at X18 Y27,at X18 Y25)
(at X18 Y28,at X18 Y25)
(at X18 Y29,at X18 Y29)
