(at X11 Y2,at X11 Y1)
(at X11 Y3,at X11 Y1)
(at X11 Y4,at X11 Y1)
(at X11 Y5,at X11 Y5)
(at X11 Y6,at X11 Y5)
(at X11 Y7,at X11 Y5)
(at X11 Y8,at X11 Y5)
(at X11 Y9,at X11 Y9)
(at X11 Y10,at X11 Y9)
(at X11 Y11,at X11 Y9)
(at X11 Y12,at X11 Y9)
(at X11 Y13,at X11 Y13)
(at X11 Y14,at X11 Y13)
(at X11 Y15,at X11 Y13)
(at X11 Y16,at X11 Y13)
(at X12 Y1,at X12 Y1)
(at X12 Y2,at X12 Y1)
(at X12 Y3,at X12 Y1)
(at X12 Y4,at X12 Y1)
(at X12 Y5,at X12 Y5)
(at X12 Y6,at X12 Y5)
(at X12 Y7,at X12 Y5)
(at X12 Y8,at X12 Y5)
(at X12 Y9,at X12 Y9)
(at X12 Y10,at X12 Y9)
(at X12 Y11,at X12 Y9)
(at X12 Y12,at X12 Y9)
(at X12 Y13,at X12 Y13)
(at X12 Y14,at X12 Y13)
(at X12 Y15,at X12 Y13)
(at X12 Y16,at X12 Y13)
(at X13 Y1,at X13 Y1)
(at X13 Y2,at X13 Y1)
(at X13 Y3,at X13 Y1)
(at X13 Y4,at X13 Y1)
(at X13 Y5,at X13 Y5)
(at X13 Y6,at X13 Y5)
(at X13 Y7,at X13 Y5)
(at X13 Y8,at X13 Y5)
(at X13 Y9,at X13 Y9)
(at X13 Y10,at X13 Y9)
(at X13 Y11,at X13 Y9)
(at X13 Y12,at X13 Y9)
(at X13 Y13,at X13 Y13)
(at X13 Y14,at X13 Y13)
(at X13 Y15,at X13 Y13)
(at X13 Y16,at X13 Y13)
(at X14 Y1,at X14 Y1)
(at X14 Y2,at X14 Y1)
(at X14 Y3,at X14 Y1)
(at X14 Y4,at X14 Y1)
(at X14 Y5,at X14 Y5)
(at X14 Y6,at X14 Y5)
(at X14 Y7,at X14 Y5)
(at X14 Y8,at X14 Y5)
(at X14 Y9,at X14 Y9)
(at X14 Y10,at X14 Y9)
(at X14 Y11,at X14 Y9)
(at X14 Y12,at X14 Y9)
(at X14 Y13,at X14 Y13)
(at X14 Y14,at X14 Y13)
(at X14 Y15,at X14 Y13)
(at X14 Y16,at X14 Y13)
(at X15 Y1,at X15 Y1)
(at X15 Y2,at X15 Y1)
(at X15 Y3,at X15 Y1)
(at X15 Y4,at X15 Y1)
(at X15 Y5,at X15 Y5)
(at X15 Y6,at X15 Y5)
(at X15 Y7,at X15 Y5)
(at X15 Y8,at X15 Y5)
(at X15 Y9,at X15 Y9)
(at X15 Y10,at X15 Y9)
(at X15 Y11,at X15 Y9)
(at X15 Y12,at X15 Y9)
(at X15 Y13,at X15 Y13)
(at X15 Y14,at X15 Y13)
(at X15 Y15,at X15 Y13)
(at X15 Y16,at X15 Y13)
(at X16 Y1,at X16 Y1)
(at X16 Y2,at X16 Y1)
(at X16 Y3,at X16 Y1)
(at X16 Y4,at X16 Y1)
(at X16 Y5,at X16 Y5)
(at X16 Y6,at X16 Y5)
(at X16 Y7,at X16 Y5)
(at X16 Y8,at X16 Y5)
(at X16 Y9,at X16 Y9)
(at X16 Y10,at X16 Y9)
(at X16 Y11,at X16 Y9)
(at X16 Y12,at X16 Y9)
(at X16 Y13,at X16 Y13)
(at X16 Y14,at X16 Y13)
(at X16 Y15,at X16 Y13)
(at X16 Y16,at X16 Y13)
